Cohort,FPR,TPR
GSE185263,0.8464163822525598,0.8653846153846154
GSE185263,0.8464163822525598,0.8846153846153846
GSE185263,0.863481228668942,0.8846153846153846
GSE185263,0.863481228668942,0.9230769230769231
GSE185263,0.8805460750853242,0.9230769230769231
GSE185263,0.8805460750853242,0.9423076923076923
GSE185263,0.9078498293515358,0.9423076923076923
GSE185263,0.9078498293515358,0.9807692307692307
GSE185263,0.9761092150170648,0.9807692307692307
GSE185263,0.9761092150170648,1.0
GSE185263,1.0,1.0
GSE236713,0.0,0.0
GSE236713,0.0037735849056603774,0.0
GSE236713,0.0037735849056603774,0.01694915254237288
GSE236713,0.007547169811320755,0.01694915254237288
GSE236713,0.007547169811320755,0.03389830508474576
GSE236713,0.011320754716981131,0.03389830508474576
GSE236713,0.011320754716981131,0.05084745762711865
GSE236713,0.01509433962264151,0.05084745762711865
GSE236713,0.01509433962264151,0.06779661016949153
GSE236713,0.018867924528301886,0.06779661016949153
GSE236713,0.018867924528301886,0.0847457627118644
GSE236713,0.022641509433962263,0.0847457627118644
GSE236713,0.022641509433962263,0.1016949152542373
GSE236713,0.03018867924528302,0.1016949152542373
GSE236713,0.03018867924528302,0.11864406779661017
GSE236713,0.052830188679245285,0.11864406779661017
GSE236713,0.052830188679245285,0.15254237288135594
GSE236713,0.06037735849056604,0.15254237288135594
GSE236713,0.06037735849056604,0.1864406779661017
GSE236713,0.06415094339622641,0.1864406779661017
GSE236713,0.06415094339622641,0.2033898305084746
GSE236713,0.07169811320754717,0.2033898305084746
GSE236713,0.07169811320754717,0.23728813559322035
GSE236713,0.0830188679245283,0.23728813559322035
GSE236713,0.0830188679245283,0.2542372881355932
GSE236713,0.08679245283018867,0.2542372881355932
GSE236713,0.08679245283018867,0.2711864406779661
GSE236713,0.09811320754716982,0.2711864406779661
GSE236713,0.09811320754716982,0.288135593220339
GSE236713,0.1018867924528302,0.288135593220339
GSE236713,0.1018867924528302,0.3220338983050847
GSE236713,0.10943396226415095,0.3220338983050847
GSE236713,0.10943396226415095,0.3389830508474576
GSE236713,0.1169811320754717,0.3389830508474576
GSE236713,0.1169811320754717,0.3559322033898305
GSE236713,0.12075471698113208,0.3559322033898305
GSE236713,0.12075471698113208,0.3728813559322034
GSE236713,0.13962264150943396,0.3728813559322034
GSE236713,0.13962264150943396,0.423728813559322
GSE236713,0.15471698113207547,0.423728813559322
GSE236713,0.15471698113207547,0.4576271186440678
GSE236713,0.19245283018867926,0.4576271186440678
