Cohort,FPR,TPR
GSE272769,0.039603960396039604,0.26666666666666666
GSE272769,0.04950495049504951,0.26666666666666666
GSE272769,0.04950495049504951,0.2833333333333333
GSE272769,0.0594059405940594,0.2833333333333333
GSE272769,0.0594059405940594,0.3333333333333333
GSE272769,0.07920792079207921,0.3333333333333333
GSE272769,0.07920792079207921,0.35
GSE272769,0.09900990099009901,0.35
GSE272769,0.09900990099009901,0.38333333333333336
GSE272769,0.10891089108910891,0.38333333333333336
GSE272769,0.10891089108910891,0.4
GSE272769,0.1188118811881188,0.4
GSE272769,0.1188118811881188,0.43333333333333335
GSE272769,0.12871287128712872,0.43333333333333335
GSE272769,0.12871287128712872,0.48333333333333334
GSE272769,0.13861386138613863,0.48333333333333334
GSE272769,0.13861386138613863,0.5333333333333333
GSE272769,0.15841584158415842,0.5333333333333333
GSE272769,0.15841584158415842,0.55
GSE272769,0.16831683168316833,0.55
GSE272769,0.16831683168316833,0.5666666666666667
GSE272769,0.1782178217821782,0.5666666666666667
GSE272769,0.1782178217821782,0.5833333333333334
GSE272769,0.25742574257425743,0.5833333333333334
GSE272769,0.25742574257425743,0.6333333333333333
GSE272769,0.26732673267326734,0.6333333333333333
GSE272769,0.26732673267326734,0.65
GSE272769,0.297029702970297,0.65
GSE272769,0.297029702970297,0.7333333333333333
GSE272769,0.31683168316831684,0.7333333333333333
GSE272769,0.31683168316831684,0.7666666666666667
GSE272769,0.36633663366336633,0.7666666666666667
GSE272769,0.36633663366336633,0.7833333333333333
GSE272769,0.44554455445544555,0.7833333333333333
GSE272769,0.44554455445544555,0.8
GSE272769,0.49504950495049505,0.8
GSE272769,0.49504950495049505,0.8166666666666667
GSE272769,0.5346534653465347,0.8166666666666667
GSE272769,0.5346534653465347,0.8333333333333334
GSE272769,0.5841584158415841,0.8333333333333334
GSE272769,0.5841584158415841,0.85
GSE272769,0.594059405940594,0.85
GSE272769,0.594059405940594,0.8666666666666667
GSE272769,0.6732673267326733,0.8666666666666667
GSE272769,0.6732673267326733,0.8833333333333333
GSE272769,0.693069306930693,0.8833333333333333
GSE272769,0.693069306930693,0.9166666666666666
GSE272769,0.7524752475247525,0.9166666666666666
GSE272769,0.7524752475247525,0.9333333333333333
GSE272769,0.7821782178217822,0.9333333333333333
GSE272769,0.7821782178217822,0.95
GSE272769,0.8118811881188119,0.95
GSE272769,0.8118811881188119,0.9666666666666667
GSE272769,0.9306930693069307,0.9666666666666667
GSE272769,0.9306930693069307,0.9833333333333333
GSE272769,0.9603960396039604,0.9833333333333333
GSE272769,0.9603960396039604,1.0
GSE272769,1.0,1.0
GSE54514,0.0,0.0
GSE54514,0.0,0.03225806451612903
GSE54514,0.0,0.06451612903225806
GSE54514,0.010416666666666666,0.06451612903225806
GSE54514,0.010416666666666666,0.12903225806451613
GSE54514,0.03125,0.12903225806451613
GSE54514,0.03125,0.1935483870967742
GSE54514,0.041666666666666664,0.1935483870967742
GSE54514,0.041666666666666664,0.22580645161290322
GSE54514,0.052083333333333336,0.22580645161290322
GSE54514,0.052083333333333336,0.25806451612903225
GSE54514,0.0625,0.25806451612903225
GSE54514,0.0625,0.3225806451612903
GSE54514,0.11458333333333333,0.3225806451612903
GSE54514,0.11458333333333333,0.3548387096774194
GSE54514,0.14583333333333334,0.3548387096774194
GSE54514,0.14583333333333334,0.3870967741935484
GSE54514,0.15625,0.3870967741935484
GSE54514,0.15625,0.4838709677419355
GSE54514,0.16666666666666666,0.4838709677419355
GSE54514,0.16666666666666666,0.5806451612903226
GSE54514,0.3125,0.5806451612903226
GSE54514,0.3125,0.6129032258064516
GSE54514,0.3229166666666667,0.6129032258064516
GSE54514,0.3229166666666667,0.7419354838709677
GSE54514,0.34375,0.7419354838709677
GSE54514,0.34375,0.7741935483870968
GSE54514,0.3541666666666667,0.7741935483870968
GSE54514,0.3541666666666667,0.8064516129032258
GSE54514,0.53125,0.8064516129032258
GSE54514,0.53125,0.8387096774193549
GSE54514,0.65625,0.8387096774193549
GSE54514,0.65625,0.8709677419354839
GSE54514,0.7395833333333334,0.8709677419354839
GSE54514,0.7395833333333334,0.9032258064516129
GSE54514,0.8854166666666666,0.9032258064516129
GSE54514,0.8854166666666666,0.9354838709677419
GSE54514,0.8958333333333334,0.9354838709677419
