mean_predicted_value,fraction_of_positives
0.07427213499999999,0.0
0.14893786220000002,0.17
0.2515179408695652,0.18478260869565216
0.3484566446774192,0.27419354838709675
0.4431700167346939,0.24489795918367346
0.5472626197560976,0.24390243902439024
0.6500489726923078,0.19230769230769232
0.7486584090909092,0.36363636363636365
0.8471552397142856,0.5428571428571428
0.9297750142857142,0.7142857142857143
